x	y	key	showSelected1	row_in_group	na_group
66	-0.411433758578921	13	68	808	54
67	-0.793033167650256	14	68	809	54
68	-0.287191819999905	15	68	810	54
56	-0.863098509464844	2	69	812	55
57	-1.59342733963147	3	69	813	55
58	-1.21110125736506	4	69	814	55
59	-0.742024395497624	5	69	815	55
60	-0.409971108591278	6	69	816	55
61	0.0689894785913288	7	69	817	55
62	2.51780634819331	8	69	818	55
63	0.287292238872437	9	69	819	55
64	-0.0516905422425752	10	69	820	55
65	-0.0101510085418092	11	69	821	55
66	-0.422452915396073	12	69	822	55
67	-0.793234216082288	13	69	823	55
68	-0.272195979233105	14	69	824	55
69	-0.30273445062823	15	69	825	55
57	-1.57703356013537	2	70	827	56
58	-1.17028981121588	3	70	828	56
59	-0.689733205277523	4	70	829	56
60	-0.357459783966229	5	70	830	56
61	0.115724557545693	6	70	831	56
62	2.5516374649765	7	70	832	56
63	0.267624891531978	8	70	833	56
64	-0.0715875485981662	9	70	834	56
65	-0.0241549264779575	10	70	835	56
66	-0.432778487181008	11	70	836	56
67	-0.793422609808927	12	70	837	56
68	-0.258144030169994	13	70	838	56
69	-0.287320819778039	14	70	839	56
70	-0.239883135658545	15	70	840	56
58	-1.28588133679297	2	71	842	57
59	-0.837839166278977	3	71	843	57
60	-0.506189238475041	4	71	844	57
61	-0.0166446570749788	5	71	845	57
62	2.45581654290845	6	71	846	57
63	0.323329329812067	7	71	847	57
64	-0.0152326399616812	8	71	848	57
65	0.0155088049266774	9	71	849	57
66	-0.403533049743835	10	71	850	57
67	-0.792889016409866	11	71	851	57
68	-0.297943801626247	12	71	852	57
69	-0.330977324821819	13	71	853	57
70	-0.287981017407575	14	71	854	57
71	-1.76891854822726	15	71	855	57
59	-0.969317292842799	2	72	857	58
60	-0.63822085902194	3	72	858	58
61	-0.134152799457443	4	72	859	58
62	2.37075342165433	5	72	860	58
63	0.372779839007199	6	72	861	58
64	0.0347953113786954	7	72	862	58
65	0.0507194950457663	8	72	863	58
66	-0.377570993262251	9	72	864	58
67	-0.792415329463162	10	72	865	58
68	-0.333275258600386	11	72	866	58
69	-0.369732520471399	12	72	867	58
70	-0.330678957053561	13	72	868	58
71	-1.81251111684923	14	72	869	58
72	0.519583246250582	15	72	870	58
60	-1.10204639802367	2	73	872	59
61	-0.54695752950526	3	73	873	59
62	2.07192767141788	4	73	874	59
63	0.546498899534784	5	73	875	59
64	0.21054291940991	6	73	876	59
65	0.174414237679847	7	73	877	59
66	-0.286366592443081	8	73	878	59
67	-0.790751272758693	9	73	879	59
68	-0.457394253784008	10	73	880	59
69	-0.505879069584598	11	73	881	59
70	-0.480676319719635	12	73	882	59
71	-1.96565130064611	13	73	883	59
72	0.130131683852861	14	73	884	59
73	1.42474342189362	15	73	885	59
61	-0.735769629077353	2	74	887	60
62	1.93524823632077	3	74	888	60
63	0.625955984607684	4	74	889	60
64	0.290927838602341	5	74	890	60
65	0.23099077947496	6	74	891	60
66	-0.244650756466862	7	74	892	60
67	-0.789990152506652	8	74	893	60
68	-0.514164843778662	9	74	894	60
69	-0.568150923360548	10	74	895	60
70	-0.54928337509901	11	74	896	60
71	-2.03569584598889	12	74	897	60
72	-0.0479989474735489	13	74	898	60
73	1.3425051483237	14	74	899	60
74	-0.429010266530744	15	74	900	60
62	1.76979301582116	2	75	902	61
63	0.722141555770253	3	75	903	61
64	0.388236585308655	4	75	904	61
65	0.299478655439364	5	75	905	61
66	-0.194152282904494	6	75	906	61
67	-0.789068789910745	7	75	907	61
68	-0.582887621852661	8	75	908	61
69	-0.643533173002557	9	75	909	61
70	-0.63233460711177	10	75	910	61
71	-2.12048720970977	11	75	911	61
72	-0.263632285897177	12	75	912	61
73	1.24295285153997	13	75	913	61
74	-0.355552309350294	14	75	914	61
75	0.599029187913564	15	75	915	61
63	0.454412309435584	2	76	917	62
64	0.117381018277505	3	76	918	62
65	0.108844996010124	4	76	919	62
66	-0.334713056256385	5	76	920	62
67	-0.791633371171964	6	76	921	62
68	-0.391600120438555	7	76	922	62
69	-0.433709260333201	8	76	923	62
70	-0.401164344408219	9	76	924	62
71	-1.8844733499354	10	76	925	62
72	0.336575733694571	11	76	926	62
73	1.52005326344837	12	76	927	62
74	-0.560020019792709	13	76	928	62
75	0.613110564386272	14	76	929	62
76	0.295251432236949	15	76	930	62
64	0.166329154245808	2	77	932	63
65	0.143295690098329	3	77	933	63
66	-0.309311371065817	4	77	934	63
67	-0.791169908398605	5	77	935	63
68	-0.426168974720874	6	77	936	63
69	-0.471627954489337	7	77	937	63
70	-0.44294068142307	8	77	938	63
71	-1.92712500603856	9	77	939	63
72	0.228108095114102	10	77	940	63
73	1.46997657945167	11	77	941	63
74	-0.523069281059279	12	77	942	63
75	0.610565823889476	13	77	943	63
76	0.320716918029917	14	77	944	63
77	0.939982984334618	15	77	945	63
65	0.135051801964411	2	78	947	64
66	-0.315389874174866	3	78	948	64
67	-0.791280812847962	4	78	949	64
68	-0.417896811411435	5	78	950	64
69	-0.46255419034377	6	78	951	64
70	-0.432943801589139	7	78	952	64
71	-1.9169186664873	8	78	953	64
72	0.254063887944233	9	78	954	64
73	1.4819596930554	10	78	955	64
74	-0.531911418050892	11	78	956	64
75	0.611174768253027	12	78	957	64
76	0.314623147738509	13	78	958	64
77	0.93322734000736	14	78	959	64
78	-0.398471178540006	15	78	960	64
66	-0.291304526441581	2	79	962	65
67	-0.790841367119301	3	79	963	65
68	-0.450674277547422	4	79	964	65
69	-0.498507904732833	5	79	965	65
70	-0.472555252423084	6	79	966	65
71	-1.9573600766118	7	79	967	65
72	0.151217136895259	8	79	968	65
73	1.43447802645172	9	79	969	65
74	-0.496875498791218	10	79	970	65
75	0.608761898425828	11	79	971	65
76	0.338768989871391	12	79	972	65
77	0.959995779517107	13	79	973	65
78	-0.344402897247681	14	79	974	65
79	1.17695109660255	15	79	975	65
67	-0.79037084108746	2	80	977	66
68	-0.485769967569917	3	80	978	66
69	-0.537004486809092	4	80	979	66
70	-0.514968268549521	5	80	980	66
71	-2.00066175185153	6	80	981	66
72	0.0410964314185038	7	80	982	66
73	1.38363816451851	8	80	983	66
74	-0.459361623957539	9	80	984	66
75	0.606178375612666	10	80	985	66
76	0.364622574383139	11	80	986	66
77	0.98865744761318	12	80	987	66
78	-0.286510574747468	13	80	988	66
79	1.19184015184567	14	80	989	66
80	-1.24050685023263	15	80	990	66
68	-0.473911364483274	2	81	992	67
69	-0.523996744640692	3	81	993	67
70	-0.500637189045787	4	81	994	67
71	-1.98603040027173	5	81	995	67
72	0.0783054943271655	6	81	996	67
73	1.40081661985759	7	81	997	67
74	-0.47203731580487	8	81	998	67
75	0.607051330997983	9	81	999	67
76	0.355886818029716	10	81	1000	67
77	0.978972858265184	11	81	1001	67
78	-0.306072010178824	12	81	1002	67
79	1.18680923789726	13	81	1003	67
80	-1.26091026571767	14	81	1004	67
81	-0.560844973196691	15	81	1005	67
69	-0.524558444048509	2	82	1007	68
70	-0.501256032713382	3	82	1008	68
71	-1.98666221026701	4	82	1009	68
72	0.0766987351885968	5	82	1010	68
73	1.40007482100685	6	82	1011	68
74	-0.471489954970673	7	82	1012	68
75	0.607013635099907	8	82	1013	68
76	0.356264044846409	9	82	1014	68
77	0.979391057521542	10	82	1015	68
78	-0.305227309649279	11	82	1016	68
79	1.18702648246969	12	82	1017	68
80	-1.26002920686464	13	82	1018	68
81	-0.561232389990641	14	82	1019	68
82	-0.327628358065487	15	82	1020	68
70	-0.529101685139115	2	83	1022	69
71	-2.01509129898315	3	83	1023	69
72	0.00440057840481667	4	83	1024	69
73	1.36669664482282	5	83	1025	69
74	-0.446860762916822	6	83	1026	69
75	0.605317460555875	7	83	1027	69
76	0.373237841902655	8	83	1028	69
77	0.998208461248873	9	83	1029	69
78	-0.267218942461864	10	83	1030	69
79	1.19680167638684	11	83	1031	69
80	-1.22038485099137	12	83	1032	69
81	-0.57866469794354	13	83	1033	69
82	-0.35268545027539	14	83	1034	69
83	0.342009413124008	15	83	1035	69
71	-2.05084333172844	2	84	1037	70
72	-0.0865205937286606	3	84	1038	70
73	1.32472070743612	4	84	1039	70
74	-0.415887428189443	5	84	1040	70
75	0.603184374671714	6	84	1041	70
76	0.394583856691456	7	84	1042	70
77	1.02187297054632	8	84	1043	70
78	-0.219420140261493	9	84	1044	70
79	1.20909482642437	10	84	1045	70
80	-1.17052865181807	11	84	1046	70
81	-0.600587329758476	12	84	1047	70
82	-0.384196906380617	13	84	1048	70
83	0.314391959483173	14	84	1049	70
84	0.586203278676523	15	84	1050	70
72	-0.395782577876954	2	85	1052	71
73	1.18194250321721	3	85	1053	71
74	-0.310533804509621	4	85	1054	71
75	0.595928832784002	5	85	1055	71
76	0.46719082745897	6	85	1056	71
77	1.10236613762163	7	85	1057	71
78	-0.0568358701566469	8	85	1058	71
79	1.2509091132712	9	85	1059	71
80	-1.00094629034354	10	85	1060	71
81	-0.675155622860619	11	85	1061	71
82	-0.491380912149898	12	85	1062	71
83	0.220453129729094	13	85	1063	71
84	0.585589878958189	14	85	1064	71
85	0.153695937006516	15	85	1065	71
73	0.946644962501584	2	86	1067	72
74	-0.136911726175219	3	86	1068	72
75	0.583971747512636	4	86	1069	72
76	0.586846637348644	5	86	1070	72
77	1.23501834711568	6	86	1071	72
78	0.21110193676562	7	86	1072	72
79	1.31981878275233	8	86	1073	72
80	-0.721475674908947	9	86	1074	72
81	-0.798043679047362	10	86	1075	72
82	-0.668019448119245	11	86	1076	72
83	0.0656425566464651	12	86	1077	72
84	0.584579000260078	13	86	1078	72
85	0.274508797735837	14	86	1079	72
86	-0.974729359497317	15	86	1080	72
74	-0.297925528524339	2	87	1082	73
75	0.595060520225327	3	87	1083	73
76	0.475880122557867	4	87	1084	73
77	1.11199921933222	5	87	1085	73
78	-0.0373784725204976	6	87	1086	73
79	1.25591327022639	7	87	1087	73
80	-0.980651390737572	8	87	1088	73
81	-0.684079640719183	9	87	1089	73
82	-0.504208240520246	10	87	1090	73
83	0.209210927990753	11	87	1091	73
84	0.585516469874876	12	87	1092	73
85	0.162469256075493	13	87	1093	73
86	-1.03794019397914	14	87	1094	73
87	-0.0819230834814911	15	87	1095	73
75	0.595994420489606	2	88	1097	74
76	0.466534484390841	3	88	1098	74
77	1.10163850593994	4	88	1099	74
78	-0.0583055783340038	5	88	1100	74
79	1.25053112590951	6	88	1101	74
80	-1.00247925895873	7	88	1102	74
81	-0.674481550085478	8	88	1103	74
82	-0.490412004089731	9	88	1104	74
83	0.221302305766677	10	88	1105	74
84	0.585595423889328	11	88	1106	74
85	0.153033247215241	12	88	1107	74
86	-1.04326383227144	13	88	1108	74
87	-0.0666786820931071	14	88	1109	74
88	-1.74384733685468	15	88	1110	74
76	0.439552449464136	2	89	1112	75
77	1.07172582093974	3	89	1113	75
78	-0.118724769606264	4	89	1114	75
79	1.23499219712333	5	89	1115	75
80	-1.0654990647968	6	89	1116	75
81	-0.646770653078781	7	89	1117	75
82	-0.450580531206622	8	89	1118	75
83	0.256211636903963	9	89	1119	75
84	0.585823374077157	10	89	1120	75
85	0.125790300710602	11	89	1121	75
86	-1.05863384679294	12	89	1122	75
87	-0.0226661745096907	13	89	1123	75
88	-1.72743720235495	14	89	1124	75
89	0.341568697954862	15	89	1125	75
77	1.11373529046514	2	90	1127	76
78	-0.0338718660810666	3	90	1128	76
79	1.25681511791081	4	90	1129	76
80	-0.976993849941178	5	90	1130	76
81	-0.685687924574692	6	90	1131	76
82	-0.506519977840174	7	90	1132	76
83	0.20718486172299	8	90	1133	76
84	0.585503240111623	9	90	1134	76
85	0.164050381039774	10	90	1135	76
86	-1.03704814973359	11	90	1136	76
87	-0.0844774795145671	12	90	1137	76
88	-1.75048364720501	13	90	1138	76
89	0.220381259097025	14	90	1139	76
90	0.896623209626388	15	90	1140	76
78	-0.0310114022993187	2	91	1142	77
79	1.25755078719178	3	91	1143	77
80	-0.97401026362801	4	91	1144	77
81	-0.686999859004437	5	91	1145	77
82	-0.508405744318616	6	91	1146	77
83	0.20553212729771	7	91	1147	77
84	0.585492448122478	8	91	1148	77
85	0.165340160994515	9	91	1149	77
86	-1.03632047746692	10	91	1150	77
87	-0.0865611913490892	11	91	1151	77
88	-1.75126056252615	12	91	1152	77
89	0.216295927125413	13	91	1153	77
90	0.895952323494125	14	91	1154	77
91	1.17966027649947	15	91	1155	77
79	1.22527165230952	2	92	1157	78
80	-1.10492178532253	3	92	1158	78
81	-0.629435802015935	4	92	1159	78
82	-0.425663522930937	5	92	1160	78
83	0.278049546222532	6	92	1161	78
84	0.585965970780353	7	92	1162	78
85	0.108748181140928	8	92	1163	78
86	-1.06824872546322	9	92	1164	78
87	0.00486632520248215	10	92	1165	78
88	-1.71717166539289	11	92	1166	78
89	0.395549003421785	12	92	1167	78
90	0.925388952852134	13	92	1168	78
91	1.10113179394059	14	92	1169	78
92	0.573288839798037	15	92	1170	78
80	-1.09797911500844	2	93	1172	79
81	-0.632488614056003	3	93	1173	79
82	-0.430051616176776	4	93	1174	79
83	0.274203708017407	5	93	1175	79
84	0.585940858310057	6	93	1176	79
85	0.111749440720371	7	93	1177	79
86	-1.066555465033	8	93	1178	79
87	1.76220720212172e-05	9	93	1179	79
88	-1.71897951218211	10	93	1180	79
89	0.38604262082533	11	93	1181	79
90	0.923827831186559	12	93	1182	79
91	1.105296418701	13	93	1183	79
92	0.580520829197596	14	93	1184	79
93	-0.0646642201514062	15	93	1185	79
81	-0.551755472777637	2	94	1187	80
82	-0.314006295564443	3	94	1188	80
83	0.375908822866583	4	94	1189	80
84	0.586604970147142	5	94	1190	80
85	0.0323796300474596	6	94	1191	80
86	-1.11133458400253	7	94	1192	80
87	0.128244001459466	8	94	1193	80
88	-1.67117009963787	9	94	1194	80
89	0.637443663251984	10	94	1195	80
90	0.965112474435274	11	94	1196	80
91	0.995160833954626	12	94	1197	80
92	0.389267252411673	13	94	1198	80
93	-0.214857963019996	14	94	1199	80
94	0.525382902100245	15	94	1200	80
82	-0.330003983561501	2	95	1202	81
83	0.361888036104336	3	95	1203	81
84	0.586513417520041	4	95	1204	81
85	0.043321333347781	5	95	1205	81
86	-1.10516145810415	6	95	1206	81
87	0.11056706627924	7	95	1207	81
88	-1.67776097345484	8	95	1208	81
89	0.602786208581215	9	95	1209	81
90	0.959421087326533	10	95	1210	81
91	1.01034382205659	11	95	1211	81
92	0.415632943277948	12	95	1212	81
93	-0.19415266766777	13	95	1213	81
94	0.531892001769344	14	95	1214	81
95	0.792490254918973	15	95	1215	81
83	0.364703102968773	2	96	1217	82
84	0.586531799282154	3	96	1218	82
85	0.0411244789969129	4	96	1219	82
86	-1.1064008865657	5	96	1220	82
87	0.114116207660139	6	96	1221	82
88	-1.67643767036176	7	96	1222	82
89	0.609744666327118	8	96	1223	82
90	0.960563793191345	9	96	1224	82
91	1.00729541062051	10	96	1225	82
92	0.410339290077581	11	96	1226	82
93	-0.198309837436686	12	96	1227	82
94	0.530585117133944	13	96	1228	82
95	0.789849425980834	14	96	1229	82
96	0.845914070161097	15	96	1230	82
84	0.586536032824115	2	97	1232	83
85	0.0406185168905885	3	97	1233	83
86	-1.10668634191908	4	97	1234	83
87	0.114933617812075	5	97	1235	83
88	-1.67613289766711	6	97	1236	83
89	0.611347283240021	7	97	1237	83
90	0.960826972161786	8	97	1238	83
91	1.00659332462626	9	97	1239	83
92	0.40912009777093	10	97	1240	83
93	-0.199267283874498	11	97	1241	83
94	0.530284125808512	12	97	1242	83
95	0.78924121116156	13	97	1243	83
96	0.8449295806899	14	97	1244	83
97	-0.600251186403771	15	97	1245	83
85	0.0821113076172885	2	98	1247	84
86	-1.08327680375116	3	98	1248	84
87	0.0478996879027325	4	98	1249	84
88	-1.70112660664343	5	98	1250	84
89	0.479920349580425	6	98	1251	84
90	0.93924426901531	7	98	1252	84
91	1.06416978513057	8	98	1253	84
92	0.509103259756972	9	98	1254	84
93	-0.120749299662736	10	98	1255	84
94	0.554967733376378	11	98	1256	84
95	0.839119512120355	12	98	1257	84
96	0.925665301982856	13	98	1258	84
97	-0.50029617561743	14	98	1259	84
98	1.5703640213848	15	98	1260	84
86	-1.065438431067	2	99	1262	85
87	-0.00318103892018889	3	99	1263	85
88	-1.72017213809649	4	99	1264	85
89	0.379771316031007	5	99	1265	85
90	0.922797968387907	6	99	1266	85
91	1.10804379720818	7	99	1267	85
92	0.585291730151114	8	99	1268	85
93	-0.0609175740331673	9	99	1269	85
94	0.573776963521226	10	99	1270	85
95	0.87712742645737	11	99	1271	85
96	0.987186972125043	12	99	1272	85
97	-0.424129156803758	13	99	1273	85
98	1.57554836186781	14	99	1274	85
99	-0.70931819749251	15	99	1275	85
87	-0.042955866698183	2	100	1277	86
88	-1.7350022468401	3	100	1278	86
89	0.301788663682115	4	100	1279	86
90	0.909991792443939	5	100	1280	86
91	1.14220700088313	6	100	1281	86
92	0.644617105436024	7	100	1282	86
93	-0.0143286405822754	8	100	1283	86
94	0.588423072458584	9	100	1284	86
95	0.906722898976705	10	100	1285	86
96	1.03509180799402	11	100	1286	86
97	-0.364820485136274	12	100	1287	86
98	1.57958523179273	13	100	1288	86
99	-0.641419159169549	14	100	1289	86
100	1.06092276963048	15	100	1290	86
